Feature,Value,Description
TAX_log,5.627621113690637,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.627621113690637,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.627621113690637,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.627621113690637,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.627621113690637,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.627621113690637,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.6240175061873385,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.6240175061873385,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.6240175061873385,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.6240175061873385,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.730099782973574,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.707110264748875,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.707110264748875,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.707110264748875,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.707110264748875,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.707110264748875,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.707110264748875,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.802118375377063,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.755742213586912,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.755742213586912,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.501258210544727,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.579729825986222,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41164605185504,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41164605185504,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41164605185504,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41164605185504,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41164605185504,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.541263545158426,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.541263545158426,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.541263545158426,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.541263545158426,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.541263545158426,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.37989735354046,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.37989735354046,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.37989735354046,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.37989735354046,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.293304824724492,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.655991810819852,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.707110264748875,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.488937726156687,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.683579767338681,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.683579767338681,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.683579767338681,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.5053315359323625,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.5053315359323625,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.5053315359323625,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.66988092298052,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.66988092298052,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.66988092298052,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.66988092298052,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.66988092298052,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.883322388488279,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.883322388488279,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.883322388488279,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.799092654460526,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.799092654460526,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.799092654460526,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.407171771460119,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.407171771460119,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.407171771460119,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.407171771460119,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.662960480135946,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.662960480135946,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.662960480135946,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.662960480135946,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.662960480135946,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.662960480135946,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.662960480135946,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.662960480135946,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.066108090103747,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.066108090103747,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.066108090103747,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.720311776607412,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41610040220442,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41610040220442,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41610040220442,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41610040220442,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41610040220442,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41610040220442,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41610040220442,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.41610040220442,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.652489180268651,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.0473721790462776,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.916202062607435,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.916202062607435,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.8664680569332965,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.8664680569332965,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.863631175598097,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.638354669333745,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.817111159963204,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.817111159963204,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.021023349349527,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.021023349349527,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.236441962829949,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.814130531825066,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.814130531825066,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.502790045915623,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.568077911411976,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.568077911411976,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.568077911411976,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.568077911411976,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,6.568077911411976,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.971261839790462,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.971261839790462,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.971261839790462,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.971261839790462,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.971261839790462,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.971261839790462,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.971261839790462,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.971261839790462,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.613128106388071,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.613128106388071,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.613128106388071,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.613128106388071,"Full-value property-tax rate per $10,000 (log-transformed)"
TAX_log,5.613128106388071,"Full-value property-tax rate per $10,000 (log-transformed)"
LSTAT_log,1.7884205679625405,% lower status of the population (log-transformed)
LSTAT_log,2.316487998163037,% lower status of the population (log-transformed)
LSTAT_log,1.615419984111648,% lower status of the population (log-transformed)
LSTAT_log,1.3711807233098423,% lower status of the population (log-transformed)
LSTAT_log,1.8453002361560848,% lower status of the population (log-transformed)
LSTAT_log,1.8261608959453877,% lower status of the population (log-transformed)
LSTAT_log,2.5974910105351463,% lower status of the population (log-transformed)
LSTAT_log,3.003204288392692,% lower status of the population (log-transformed)
LSTAT_log,3.4317265866969784,% lower status of the population (log-transformed)
LSTAT_log,2.89591193827178,% lower status of the population (log-transformed)
LSTAT_log,3.065724645374026,% lower status of the population (log-transformed)
LSTAT_log,2.658159431488745,% lower status of the population (log-transformed)
LSTAT_log,2.8160073426073025,% lower status of the population (log-transformed)
LSTAT_log,2.225704048658088,% lower status of the population (log-transformed)
LSTAT_log,2.421256622711544,% lower status of the population (log-transformed)
LSTAT_log,2.248128907197987,% lower status of the population (log-transformed)
LSTAT_log,2.0255131996542803,% lower status of the population (log-transformed)
LSTAT_log,2.751748056367929,% lower status of the population (log-transformed)
LSTAT_log,2.540814281726296,% lower status of the population (log-transformed)
LSTAT_log,2.5079719227189963,% lower status of the population (log-transformed)
LSTAT_log,3.091951131294534,% lower status of the population (log-transformed)
LSTAT_log,2.696652156149841,% lower status of the population (log-transformed)
LSTAT_log,2.9816333491744893,% lower status of the population (log-transformed)
LSTAT_log,3.038791763014438,% lower status of the population (log-transformed)
LSTAT_log,2.8507065015037334,% lower status of the population (log-transformed)
LSTAT_log,2.8627721462977607,% lower status of the population (log-transformed)
LSTAT_log,2.7606426512213806,% lower status of the population (log-transformed)
LSTAT_log,2.905807566026004,% lower status of the population (log-transformed)
LSTAT_log,2.624668592163159,% lower status of the population (log-transformed)
LSTAT_log,2.563409711275944,% lower status of the population (log-transformed)
LSTAT_log,3.1612467120315646,% lower status of the population (log-transformed)
LSTAT_log,2.641910398597665,% lower status of the population (log-transformed)
LSTAT_log,3.357245494132973,% lower status of the population (log-transformed)
LSTAT_log,2.962692419475791,% lower status of the population (log-transformed)
LSTAT_log,3.060583245873607,% lower status of the population (log-transformed)
LSTAT_log,2.3683728335320486,% lower status of the population (log-transformed)
LSTAT_log,2.518502599216516,% lower status of the population (log-transformed)
LSTAT_log,2.2793164660546914,% lower status of the population (log-transformed)
LSTAT_log,2.4096441652874536,% lower status of the population (log-transformed)
LSTAT_log,1.6714733033535532,% lower status of the population (log-transformed)
LSTAT_log,1.091923300517313,% lower status of the population (log-transformed)
LSTAT_log,1.7647307968401356,% lower status of the population (log-transformed)
LSTAT_log,1.918392120161421,% lower status of the population (log-transformed)
LSTAT_log,2.132982308607866,% lower status of the population (log-transformed)
LSTAT_log,2.356125859922076,% lower status of the population (log-transformed)
LSTAT_log,2.4168062370840686,% lower status of the population (log-transformed)
LSTAT_log,2.7180005319553784,% lower status of the population (log-transformed)
LSTAT_log,2.9856819377004897,% lower status of the population (log-transformed)
LSTAT_log,3.459780705761053,% lower status of the population (log-transformed)
LSTAT_log,2.8449093838194077,% lower status of the population (log-transformed)
LSTAT_log,2.670694414558441,% lower status of the population (log-transformed)
LSTAT_log,2.344686269012681,% lower status of the population (log-transformed)
LSTAT_log,1.8373699804801076,% lower status of the population (log-transformed)
LSTAT_log,2.2438960966453663,% lower status of the population (log-transformed)
LSTAT_log,2.760009940032921,% lower status of the population (log-transformed)
LSTAT_log,1.7595805708638197,% lower status of the population (log-transformed)
LSTAT_log,1.912501086924184,% lower status of the population (log-transformed)
LSTAT_log,1.599387576580599,% lower status of the population (log-transformed)
LSTAT_log,2.061786606441115,% lower status of the population (log-transformed)
LSTAT_log,2.3243465847755584,% lower status of the population (log-transformed)
LSTAT_log,2.649714624089247,% lower status of the population (log-transformed)
LSTAT_log,2.73696154459663,% lower status of the population (log-transformed)
LSTAT_log,2.0451088625993306,% lower status of the population (log-transformed)
LSTAT_log,2.3513752571634776,% lower status of the population (log-transformed)
LSTAT_log,2.2027647577118348,% lower status of the population (log-transformed)
LSTAT_log,1.7351891177396608,% lower status of the population (log-transformed)
LSTAT_log,2.419478844465545,% lower status of the population (log-transformed)
LSTAT_log,2.2082744135228043,% lower status of the population (log-transformed)
